,f1-score,precision,recall,accuracy,bal_accuracy
Citrobacter_replication_initiation,0.17142857142857143,0.0967741935483871,0.75,0.9892193308550186,0.8697877885331348
Citrobacter_transcriptional_regulator,0.17069799585349,0.09607156748346947,0.7647058823529411,0.9506710788646127,0.8583099037256119
Citrobacter_transcriptional_activator,0.37606837606837606,0.24175824175824176,0.8461538461538461,0.9753794266441821,0.9113382364488183
Citrobacter_transcriptional_repressor,0.25,0.14696485623003194,0.8363636363636363,0.9673198744893731,0.9022709666235081
Citrobacter_packaging_assembly,0.07550018875047187,0.03975352812562115,0.7490636704119851,0.9124137191087587,0.8311305235538499
Citrobacter_adsorption-related,0.16674987518721918,0.09293266555370061,0.8106796116504854,0.9476835308131152,0.8796267820998516
Citrobacter_cell_wall_depolymerase,0.07240948813982521,0.03792502179598954,0.7981651376146789,0.9111810647115078,0.8549196040656738
Citrobacter_RNA-associated,0.22825586746433502,0.13870246085011187,0.6441558441558441,0.9563554028732042,0.8018355392602876
Citrobacter_nucleotide_metabolism,0.17467248908296942,0.0995850622406639,0.7100591715976331,0.9480269489894129,0.8299718490782623
Citrobacter_ejection,0.09178743961352658,0.04954367666232073,0.6229508196721312,0.9247322590331298,0.7747684611955822
Citrobacter_phosphorylation,0.20512820512820512,0.11829134720700986,0.7714285714285715,0.9538334252619967,0.8633407448582546
Citrobacter_transferase,0.15625,0.08620689655172414,0.8333333333333334,0.9475034997666822,0.890753344285379
Citrobacter_reductase,0.1349206349206349,0.07623318385650224,0.5862068965517241,0.9292035398230089,0.7593357243188094
Citrobacter_anti-restriction,0.18461538461538463,0.10371650821089023,0.8391608391608392,0.9575235423762773,0.8986832730384238
Citrobacter_sir2,0.18,0.10112359550561797,0.8181818181818182,0.9112554112554112,0.8652792990142388
Citrobacter_toxin,0.35714285714285715,0.22727272727272727,0.8333333333333334,0.9855595667870036,0.9098145908907699
Citrobacter_super_infection,0.17955112219451372,0.10027855153203342,0.8571428571428571,0.9217411988582302,0.8897679686963684
Citrobacter_lysis,0.14173789173789172,0.07767369242779079,0.8089430894308943,0.9406871431384131,0.8752163572742546
Citrobacter_lysis_inhibitor,0.15748031496062992,0.08733624454148471,0.8,0.8822882288228823,0.841717791411043
Citrobacter_holin,0.07672301690507152,0.04008152173913043,0.8939393939393939,0.8984844152130398,0.8962226778632467
Citrobacter_spanin,0.24472573839662448,0.145,0.7837837837837838,0.9664856768395431,0.8757719823896295
Citrobacter_pvp,,,,,
Citrobacter_DNA-associated,,,,,
Clostridioides_capsid,0.43312101910828027,0.288135593220339,0.8717948717948718,0.9943862747571591,0.933241729289785
Clostridioides_tail,0.4484732824427481,0.29120198265179675,0.975103734439834,0.9941834722054502,0.9846667959505866
Clostridioides_baseplate,0.48128342245989303,0.31690140845070425,1.0,0.9833533550712202,0.991611898996887
Clostridioides_tail_appendage,0.6905829596412556,0.5273972602739726,1.0,0.9947364406133191,0.9973526703499079
Clostridioides_tail_sheath,0.47619047619047616,0.3125,1.0,0.9770833333333333,0.9884210526315789
Clostridioides_portal,0.21518987341772153,0.12142857142857143,0.9444444444444444,0.9845270776141752,0.9645308765493859
Clostridioides_head-tail_joining,0.5409836065573771,0.375,0.9705882352941176,0.9962484089234274,0.9834476125775631
Clostridioides_integration,0.4262948207171315,0.27365728900255754,0.963963963963964,0.9897424938561812,0.9769043877604273
Clostridioides_nuclease,0.33246753246753247,0.2,0.9846153846153847,0.9942485005818638,0.9894389592567499
Clostridioides_DNA_polymerase,0.5128205128205128,0.3448275862068966,1.0,0.9968852459016393,0.9984400656814449
Clostridioides_terminase,0.4444444444444444,0.2905982905982906,0.9444444444444444,0.9939419856033069,0.9692568774562343
Clostridioides_annealing,0.5128205128205128,0.3448275862068966,1.0,0.993989243910155,0.9969850841002856
Clostridioides_helicase,0.5,0.3333333333333333,1.0,0.9953703703703703,0.9976798143851509
Clostridioides_primase,0.4,0.25,1.0,0.9950372208436724,0.9975144987572494
Clostridioides_replication_initiation,0.782608695652174,0.6428571428571429,1.0,0.9959033183121672,0.9979364424267437
Clostridioides_transcriptional_regulator,0.4472361809045226,0.288961038961039,0.9888888888888889,0.9874854233624392,0.9881835450476635
Clostridioides_transcriptional_activator,0.5116279069767442,0.34375,1.0,0.9893020886398369,0.9946209016393442
Clostridioides_transcriptional_repressor,0.5270935960591133,0.35785953177257523,1.0,0.9886107486060031,0.9942689988657394
Clostridioides_packaging_assembly,0.22508038585209003,0.12750455373406194,0.958904109589041,0.9891026655513102,0.9740283490107441
Clostridioides_adsorption-related,0.6447368421052632,0.47572815533980584,1.0,0.9930448222565688,0.99650032404407
Clostridioides_cell_wall_depolymerase,0.6060606060606061,0.44025157232704404,0.9722222222222222,0.9952898550724638,0.983799182599058
Clostridioides_RNA-associated,0.5964912280701754,0.4594594594594595,0.85,0.9981546854942234,0.924196399871424
Clostridioides_nucleotide_metabolism,0.6666666666666666,0.5,1.0,0.9979468227081408,0.9989712992490485
Clostridioides_ejection,,,,,
Clostridioides_phosphorylation,0.7272727272727273,0.5714285714285714,1.0,0.9984928409947249,0.9992449030958973
Clostridioides_transferase,0.3333333333333333,0.20512820512820512,0.8888888888888888,0.9909859154929578,0.9400671498948822
Clostridioides_reductase,0.5172413793103449,0.3488372093023256,1.0,0.9935765083734801,0.9967771639042358
Clostridioides_anti-restriction,0.3125,0.1893939393939394,0.8928571428571429,0.9933762871078461,0.9432015975459489
Clostridioides_sir2,,,,,
Clostridioides_toxin,0.5925925925925926,0.5333333333333333,0.6666666666666666,0.9947990543735225,0.8316690442225392
Clostridioides_super_infection,0.75,0.6,1.0,0.9975801572897761,0.9987856709168185
Clostridioides_lysis,0.5102880658436214,0.34444444444444444,0.9841269841269841,0.9945928753180662,0.9893749525328472
Clostridioides_lysis_inhibitor,,,,,
Clostridioides_holin,0.6506024096385542,0.4909090909090909,0.9642857142857143,0.9973399376261236,0.980855382432539
Clostridioides_spanin,,,,,
Clostridioides_pvp,,,,,
Clostridioides_DNA-associated,,,,,
Clostridium_capsid,0.836424957841484,0.7337278106508875,0.9725490196078431,0.993593977017567,0.9832517382582777
Clostridium_tail,0.6710526315789473,0.5106382978723404,0.9784172661870504,0.9919669036430092,0.9852492998006965
Clostridium_baseplate,0.7619047619047619,0.6436781609195402,0.9333333333333333,0.9888017917133258,0.961610395259066
Clostridium_tail_appendage,0.776,0.6381578947368421,0.9897959183673469,0.9919528667912056,0.9908897971081743
Clostridium_tail_sheath,0.8148148148148148,0.6875,1.0,0.9811083123425692,0.9901445466491459
Clostridium_portal,0.8543689320388349,0.7652173913043478,0.967032967032967,0.9958494742667404,0.9816249324446046
Clostridium_head-tail_joining,0.6684782608695652,0.5061728395061729,0.984,0.9915675974564556,0.9878167747333193
Clostridium_integration,0.5080971659919028,0.3443072702331962,0.9691119691119691,0.9831478206595236,0.9761934933033602
Clostridium_nuclease,0.6442641946697567,0.47766323024054985,0.9893238434163701,0.9930494238040255,0.9911985604249185
Clostridium_DNA_polymerase,0.6451612903225806,0.4861111111111111,0.958904109589041,0.9869998311666385,0.9731272684697342
